MONTH,DAY,DAY OF MONTH,HOME,AWAY,HOME RUBBERS,AWAY RUBBERS,HOME GAMES,AWAY GAMES
October,8:00pm Mon,10th,Midhurst '82,Four Marks A,3,3,7,7
,7:00pm Mon,17th,Four Marks A,Eagles A,3,3,7,9
December,7:40pm Wed,7th,Eagles A,Midhurst '82,3,3,7,6
January,7:40pm Wed,18th,Eagles A,Four Marks A,1,5,3,11
February,7:00pm Mon,6th,Four Marks A,Midhurst '82,5,1,10,3
March,8:00pm Mon,27th,Midhurst '82,Eagles A,5,1,10,5
