MONTH,DAY,DAY OF MONTH,HOME,AWAY,HOME RUBBERS,AWAY RUBBERS,HOME GAMES,AWAY GAMES
October,Thu,20th,Four Marks A,Liss,1,5,2,10
November,Wed,9th,Four Marks B,Liss,5,1,10,3
December,Wed,7th,Four Marks A,Four Marks B,3,3,7,7
,Mon,19th,Four Marks B,Four Marks A,2,4,4,8
March,Sun,12th,Liss,Four Marks B,2,4,6,9
,Sun,19th,Liss,Four Marks A,3,3,8,6
