MONTH,DAY,DAY OF MONTH,HOME,AWAY,HOME GAMES,AWAY GAMES
October,Wed,22nd,Four Marks,Eagles,10,4
,Fri,24th,Midhurst '82,Liss,6,9
,Fri,31st,Midhurst '82,Four Marks,4,9
November,Wed,19th,Four Marks,Liss,12,2
,Sun,30th,Liss,Eagles,7,6
January,Tue,13th,Eagles,Four Marks,4,9
,Wed,21st,Four Marks,Midhurst '82,12,1
,Tue,27th,Eagles,Liss,7,8
February,Tue,10th,Eagles,Midhurst '82,5,7
,Fri,20th,Liss,Midhurst '82,12,4
March,Thu,26th,Liss,Four Marks,9,5
Unknown, , ,Midhurst '82,Eagles,0,0
