MONTH,DAY,DAY OF MONTH,HOME,AWAY,HOME RUBBERS,AWAY RUBBERS,HOME GAMES,AWAY GAMES
November,7:00pm Wed,14th,Eagles B,Alresford,2,4,5,9
December,7:30pm Wed,5th,Alresford,Four Marks B,3,3,7,8
January,7:30pm Wed,16th,Alresford,Eagles B,5,1,11,2
,7:00pm Wed,23rd,Eagles B,Four Marks B,1,5,2,11
March,7:00pm Mon,18th,Four Marks B,Alresford,3,2,10,5
April,7:00pm Wed,10th,Four Marks B,Eagles B,2,4,4,8
