MONTH,DAY,DAY OF MONTH,HOME,AWAY,HOME RUBBERS,AWAY RUBBERS,HOME GAMES,AWAY GAMES
November,8:00pm Mon,5th,Midhurst ‘82,Four Marks A,1,5,1,11
December,7:00pm Wed,5th,Eagles A,Four Marks A,1,5,5,10
February,8:00pm Mon,18th,Midhurst ‘82,Eagles A,6,0,12,1
March,7:00pm Wed,13th,Four Marks A,Midhurst ‘82,2,4,5,8
,7:00pm Wed,20th,Eagles A,Midhurst ‘82,3,3,7,6
,7:00pm Wed,27th,Four Marks A,Eagles A,5,1,10,3
