MONTH,DAY,DAY OF MONTH,HOME,AWAY,HOME RUBBERS,AWAY RUBBERS,HOME GAMES,AWAY GAMES
October,7:30pm Wed,14th,Alresford,The Edge B,1,5,2,10
January,7:00pm Thu,7th,The Edge B,Alresford,3,3,7,7
,7:00pm Mon,18th,Four Marks B,Alresford,3,3,7,6
March,7:30pm Wed,2nd,Alresford,Four Marks B,4,2,8,5
,7:00pm Mon,7th,Four Marks B,The Edge B,6,0,12,2
,7:00pm Thu,17th,The Edge B,Four Marks B,3,3,6,7
