MONTH,DAY,DAY OF MONTH,HOME,AWAY,HOME GAMES,AWAY GAMES
October,Mon,18th,Four Marks,Liss,6,8
November,Fri,12th,Midhurst '82,Eagles,5,7
December,Wed,1st,Eagles,Four Marks,7,7
,Fri,3rd,Midhurst '82,Four Marks,7,8
,Sun,12th,Liss,Midhurst '82,11,6
January,Thu,20th,Four Marks,Midhurst '82,7,7
February,Wed,2nd,Eagles,Midhurst '82,9,7
,Fri,11th,Liss,Four Marks,8,4
,Sun,20th,Liss,Eagles,8,7
March,Tue,1st,Midhurst '82,Liss,12,0
,Mon,7th,Four Marks,Eagles,5,7
April,Wed,20th,Eagles,Liss,10,4
