MONTH,DAY,DAY OF MONTH,HOME,AWAY,HOME RUBBERS,AWAY RUBBERS,HOME GAMES,AWAY GAMES
October,8:00pm Mon,2nd,Midhurst '82,Eagles A,3,3,6,6
,7:00pm Mon,30th,Four Marks A,Eagles A,6,0,12,2
January,7:40pm Wed,10th,Eagles A,Midhurst '82,3,3,6,7
February,7:00pm Mon,26th,Four Marks A,Midhurst '82,6,0,12,1
March,8:00pm Mon,12th,Midhurst '82,Four Marks A,2,4,5,8
April,8:00pm Wed,4th,Eagles A,Four Marks A,0,6,1,12
